"MANDT","KURST","FCURR","TCURR","GDATU","FFACT","TFACT","ABWCT","ABWGA"
"800","EURX","CHF","NLG","81999898","1","1","","00000000"
"811","M","USD","PTE","80009898","1","1","EURX","00000000"
"800","EURO","FIM","PTE","81999898","1","1","","00000000"
"810","2004","DEM","USD","81999898","1","1","","00000000"
"000","EURX","LUF","DKK","81999898","1","1","","00000000"
"000","GTSC","TND","EUR","80009898","1","1","","00000000"
"811","M","VEB","DEM","80009898","100","1","EURX","00000000"
"800","EURX","DEM","ARS","81999898","1","1","","00000000"
"000","EURX","LUF","GBP","81999898","1","1","","00000000"
"812","M","BEF","DKK","81999898","100","1","","00000000"
"000","GTSC","TRY","EUR","80009898","1","1","","00000000"
"800","EURO","FRF","ATS","81999898","1","1","","00000000"
"811","P","GBP","DEM","80009898","1","1","","00000000"
"810","2004","ESP","USD","81999898","1","1","","00000000"
"000","EURX","LUF","GRD","81999898","1","1","","00000000"
"000","M","AED","DEM","80009898","100","1","EURX","00000000"
"800","EURX","DEM","AUD","81999898","1","1","","00000000"
"811","P","USD","DEM","80019898","1","1","","00000000"
"000","EURX","LUF","JPY","81999898","1","1","","00000000"
"812","M","BEF","ESP","81999898","1","1","","00000000"
"800","EURO","FRF","DEM","81999898","1","1","","00000000"
"810","2004","FRF","USD","81999898","1","1","","00000000"
"812","M","ATS","BEF","80009898","1","1","EURO","00000000"
"000","M","ARS","DEM","80009898","100","1","EURX","00000000"
"800","EURX","DEM","BRL","81999898","1","1","","00000000"
"000","EURX","LUF","NOK","81999898","1","1","","00000000"
"812","M","ATS","DEM","80009898","100","1","EURO","00000000"
"000","M","ATS","BEF","80009898","1","1","EURO","00000000"
"810","2004","GBP","USD","81999898","1","1","","00000000"
"800","EURO","FRF","ESP","81999898","1","1","","00000000"
"812","M","BEF","FIM","81999898","100","1","","00000000"
"000","EURX","LUF","SEK","81999898","1","1","","00000000"
"812","M","ATS","ESP","80009898","1","1","EURO","00000000"
"000","M","ATS","DEM","80009898","100","1","EURO","00000000"
"800","EURX","DEM","CAD","81999898","1","1","","00000000"
"812","M","ATS","FIM","80009898","100","1","EURO","00000000"
"810","2004","ITL","USD","81999898","1","1","","00000000"
"000","EURX","NLG","CHF","81999898","1","1","","00000000"
"800","EURO","FRF","EUR","81999898","1","1","","00000000"
"812","M","BEF","FRF","81999898","100","1","","00000000"
"000","M","ATS","ESP","80009898","1","1","EURO","00000000"
"812","M","ATS","FRF","80009898","100","1","EURO","00000000"
"000","EURX","NLG","DKK","81999898","1","1","","00000000"
"800","EURX","DEM","CHF","81999898","1","1","","00000000"
"810","2004","PTE","USD","81999898","1","1","","00000000"
"000","EURX","NLG","GBP","81999898","1","1","","00000000"
"000","M","ATS","FIM","80009898","1","1","EURO","00000000"
"812","M","ATS","ITL","80009898","1","1","EURO","00000000"
"812","M","BEF","GBP","81999898","100","1","","00000000"
"800","EURO","FRF","FIM","81999898","1","1","","00000000"
"800","EURX","DEM","CLP","81999898","1","1","","00000000"
"810","2011","AUD","USD","81999898","1","1","","00000000"
"000","EURX","NLG","GRD","81999898","1","1","","00000000"
"812","M","ATS","LUF","80009898","1","1","EURO","00000000"
"000","M","ATS","FRF","80009898","1","1","EURO","00000000"
"800","EURX","DEM","COP","81999898","1","1","","00000000"
"000","EURX","NLG","JPY","81999898","1","1","","00000000"
"810","2011","CAD","USD","81999898","1","1","","00000000"
"812","M","BEF","GRD","81999898","1","1","","00000000"
"800","EURO","FRF","ITL","81999898","1","1","","00000000"
"000","M","ATS","ITL","80009898","1","1","EURO","00000000"
"812","M","ATS","NLG","80009898","100","1","EURO","00000000"
"000","EURX","NLG","NOK","81999898","1","1","","00000000"
"800","EURX","DEM","CZK","81999898","1","1","","00000000"
"812","M","ATS","PTE","80009898","1","1","EURO","00000000"
"000","M","ATS","LUF","80009898","1","1","EURO","00000000"
"000","EURX","NLG","SEK","81999898","1","1","","00000000"
"810","2011","DEM","USD","81999898","1","1","","00000000"
"812","M","BEF","IEP","81999898","100","1","","00000000"
"800","EURO","FRF","PTE","81999898","1","1","","00000000"
"812","M","BEF","DEM","80009898","100","1","EURO","00000000"
"800","EURX","DEM","DKK","81999898","1","1","","00000000"
"000","M","ATS","NLG","80009898","1","1","EURO","00000000"
"000","EURX","NOK","GRD","81999898","1","1","","00000000"
"810","2011","ESP","USD","81999898","1","1","","00000000"
"812","M","BEF","ESP","80009898","1","1","EURO","00000000"
"812","M","BEF","ITL","81999898","1","1","","00000000"
"000","M","ATS","PTE","80009898","1","1","EURO","00000000"
"800","EURO","IEP","ATS","81999898","1","1","","00000000"
"000","EURX","NOK","IEP","81999898","1","1","","00000000"
"812","M","BEF","FIM","80009898","100","1","EURO","00000000"
"800","EURX","DEM","GBP","81999898","1","1","","00000000"
"810","2011","FRF","USD","81999898","1","1","","00000000"
"000","EURX","NOK","LUF","81999898","1","1","","00000000"
"000","M","ATS","USD","80009898","1","1","EURX","00000000"
"812","M","BEF","JPY","81999898","100","1","","00000000"
"812","M","BEF","FRF","80009898","100","1","EURO","00000000"
"800","EURO","IEP","DEM","81999898","1","1","","00000000"
"000","EURX","PTE","CHF","81999898","100","1","","00000000"
"800","EURX","DEM","HRK","81999898","1","1","","00000000"
"000","M","AUD","DEM","80009898","1","1","EURX","00000000"
"812","M","BEF","ITL","80009898","1","1","EURO","00000000"
"810","2011","GBP","USD","81999898","1","1","","00000000"
"812","M","BEF","LUF","81999898","1","1","","00000000"
"800","EURO","IEP","ESP","81999898","1","1","","00000000"
"000","EURX","PTE","DKK","81999898","100","1","","00000000"
"000","M","BEF","DEM","80009898","100","1","EURO","00000000"
"812","M","BEF","LUF","80009898","1","1","EURO","00000000"
"800","EURX","DEM","HUF","81999898","1","1","","00000000"
"812","M","BEF","NLG","81999898","100","1","","00000000"
"000","EURX","PTE","GBP","81999898","1","1","","00000000"
"810","2011","ITL","USD","81999898","1","1","","00000000"
"812","M","BEF","NLG","80009898","100","1","EURO","00000000"
"800","EURO","IEP","EUR","81999898","100","1","","00000000"
"000","M","BEF","ESP","80009898","1","1","EURO","00000000"
"800","EURX","DEM","JPY","81999898","1","1","","00000000"
"000","EURX","PTE","GRD","81999898","1","1","","00000000"
"812","M","BEF","PTE","80009898","1","1","EURO","00000000"
"812","M","BEF","NOK","81999898","100","1","","00000000"
"810","2011","PTE","USD","81999898","1","1","","00000000"
"000","M","BEF","FIM","80009898","1","1","EURO","00000000"
"800","EURO","IEP","FIM","81999898","1","1","","00000000"
"812","M","DEM","BEF","80009898","1","1","EURO","00000000"
"000","EURX","PTE","JPY","81999898","100","1","","00000000"
"800","EURX","DEM","MXN","81999898","1","1","","00000000"
"000","M","BEF","FRF","80009898","1","1","EURO","00000000"
"810","2012","AUD","USD","81999898","1","1","","00000000"
"812","M","BEF","PTE","81999898","1","1","","00000000"
"000","EURX","PTE","NOK","81999898","100","1","","00000000"
"812","M","DEM","ESP","80009898","1","1","EURO","00000000"
"800","EURO","IEP","FRF","81999898","1","1","","00000000"
"800","EURX","DEM","NOK","81999898","1","1","","00000000"
"000","M","BEF","ITL","80009898","1","1","EURO","00000000"
"812","M","DEM","FIM","80009898","1","1","EURO","00000000"
"810","2012","CAD","USD","81999898","1","1","","00000000"
"000","EURX","PTE","SEK","81999898","100","1","","00000000"
"812","M","BEF","SEK","81999898","100","1","","00000000"
"812","M","DEM","FRF","80009898","1","1","EURO","00000000"
"800","EURO","IEP","ITL","81999898","1","1","","00000000"
"000","M","BEF","LUF","80009898","1","1","EURO","00000000"
"800","EURX","DEM","PEN","81999898","1","1","","00000000"
"000","EURX","SEK","GRD","81999898","1","1","","00000000"
"810","2012","DEM","USD","81999898","1","1","","00000000"
"812","M","DEM","ITL","80009898","1","1","EURO","00000000"
"000","EURX","SEK","IEP","81999898","1","1","","00000000"
"812","M","BEF","USD","81999898","100","1","","00000000"
"000","M","BEF","NLG","80009898","100","1","EURO","00000000"
"800","EURO","IEP","PTE","81999898","1","1","","00000000"
"812","M","DEM","LUF","80009898","1","1","EURO","00000000"
"800","EURX","DEM","PLN","81999898","1","1","","00000000"
"810","2012","ESP","USD","81999898","1","1","","00000000"
"000","EURX","SEK","LUF","81999898","1","1","","00000000"
"000","M","BEF","PTE","80009898","1","1","EURO","00000000"
"812","M","DEM","NLG","80009898","1","1","EURO","00000000"
"812","M","BGL","DEM","81999898","1000","1","","00000000"
"000","EURX","USD","GRD","81999898","1","1","","00000000"
"810","2012","FRF","USD","81999898","1","1","","00000000"
"800","EURO","ITL","ATS","81999898","1000","1","","00000000"
"812","M","DEM","PTE","80009898","1","1","EURO","00000000"
"800","EURX","DEM","ROL","81999898","1","1000","","00000000"
"000","M","BEF","USD","80009898","1","1","EURX","00000000"
"812","M","BGL","EUR","81999898","1000","1","","00000000"
"000","EURX","USD","IEP","81999898","1","1","","00000000"
"810","2012","GBP","USD","81999898","1","1","","00000000"
"812","M","ESP","BEF","80009898","100","1","EURO","00000000"
"000","M","BGN","DEM","80009898","100","1","EURX","00000000"
"000","EURX","USD","LUF","81999898","1","1","","00000000"
"800","EURO","ITL","DEM","81999898","1000","1","","00000000"
"800","EURX","DEM","RUB","81999898","1","1","","00000000"
"810","2012","ITL","USD","81999898","1","1","","00000000"
"812","M","BGL","JPY","81999898","1000","1","","00000000"
"812","M","ESP","DEM","80009898","100","1","EURO","00000000"
"000","M","BGN","EUR","80009898","1","1","EURX","00000000"
"000","GTSC","AED","EUR","80009898","1","1","","00000000"
"810","2012","PTE","USD","81999898","1","1","","00000000"
"812","M","ESP","FIM","80009898","100","1","EURO","00000000"
"800","EURX","DEM","RUR","81999898","1","10000","","00000000"
"000","M","BRL","DEM","80009898","100","1","EURX","00000000"
"810","2013","AUD","USD","81999898","1","1","","00000000"
"000","GTSC","ALL","EUR","80009898","1","1","","00000000"
"800","EURO","ITL","ESP","81999898","1000","1","","00000000"
"812","M","ESP","FRF","80009898","100","1","EURO","00000000"
"812","M","BGL","USD","81999898","1000","1","","00000000"
"810","2013","CAD","USD","81999898","1","1","","00000000"
"812","M","ESP","ITL","80009898","1","1","EURO","00000000"
"000","M","BRL","EUR","80009898","1","1","EURX","00000000"
"000","GTSC","AMD","EUR","80009898","1","1","","00000000"
"800","EURX","DEM","SEK","81999898","1","1","","00000000"
"812","M","BRL","ARS","81999898","1","1","","00000000"
"810","2013","DEM","USD","81999898","1","1","","00000000"
"812","M","ESP","LUF","80009898","100","1","EURO","00000000"
"000","M","CAD","DEM","80009898","1","1","EURX","00000000"
"800","EURO","ITL","EUR","81999898","10000","1","","00000000"
"000","GTSC","ARS","EUR","80009898","1","1","","00000000"
"812","M","BRL","CAD","81999898","1","1","","00000000"
"810","2013","ESP","USD","81999898","1","1","","00000000"
"812","M","ESP","NLG","80009898","100","1","EURO","00000000"
"800","EURX","DEM","SGD","81999898","1","1","","00000000"
"000","GTSC","AUD","EUR","80009898","1","1","","00000000"
"800","EURO","ITL","FIM","81999898","1000","1","","00000000"
"812","M","ESP","PTE","80009898","1","1","EURO","00000000"
"810","2013","FRF","USD","81999898","1","1","","00000000"
"000","GTSC","BDT","EUR","80009898","1","1","","00000000"
"812","M","BRL","EUR","81999898","100","1","","00000000"
"800","EURX","DEM","SIT","81999898","1","1","","00000000"
"812","M","FIM","BEF","80009898","1","1","EURO","00000000"
"000","GTSC","BGN","EUR","80009898","1","1","","00000000"
"810","2013","GBP","USD","81999898","1","1","","00000000"
"800","EURO","ITL","FRF","81999898","1000","1","","00000000"
"812","M","FIM","DEM","80009898","1","1","EURO","00000000"
"812","M","BRL","MXN","81999898","1","1","","00000000"
"000","GTSC","BHD","EUR","80009898","1","1","","00000000"
"810","2013","ITL","USD","81999898","1","1","","00000000"
"800","EURX","DEM","SKK","81999898","1","1","","00000000"
"812","M","FIM","ESP","80009898","1","1","EURO","00000000"
"800","EURO","ITL","PTE","81999898","1","1","","00000000"
"000","GTSC","BOB","EUR","80009898","1","1","","00000000"
"812","M","CAD","ARS","81999898","1","1","","00000000"
"812","M","FIM","FRF","80009898","1","1","EURO","00000000"
"810","2013","PTE","USD","81999898","1","1","","00000000"
"000","M","CHF","BEF","80009898","1","1","EURX","00000000"
"800","EURX","DEM","VEB","81999898","1","1","","00000000"
"000","GTSC","BRL","EUR","80009898","1","1","","00000000"
"812","M","FIM","ITL","80009898","1","1","EURO","00000000"
"810","2014","AUD","USD","81999898","1","1","","00000000"
"812","M","CAD","BRL","81999898","1","1","","00000000"
"000","GTSC","BYR","EUR","80009898","1","1","","00000000"
"812","M","FIM","LUF","80009898","1","1","EURO","00000000"
"810","2014","CAD","USD","81999898","1","1","","00000000"
"800","EURX","DEM","ZAR","81999898","1","1","","00000000"
"000","M","CHF","DEM","80009898","100","1","EURX","00000000"
"812","M","FIM","NLG","80009898","1","1","EURO","00000000"
"800","EURO","LUF","ATS","81999898","100","1","","00000000"
"812","M","CAD","EUR","81999898","100","1","","00000000"
"000","GTSC","CAD","EUR","80009898","1","1","","00000000"
"810","2014","DEM","USD","81999898","1","1","","00000000"
"812","M","FIM","PTE","80009898","1","1","EURO","00000000"
"800","EURX","ESP","CHF","81999898","100","1","","00000000"
"000","GTSC","CDF","EUR","80009898","1","1","","00000000"
"000","M","CHF","ESP","80009898","1","1","EURX","00000000"
"812","M","FRF","BEF","80009898","1","1","EURO","00000000"
"810","2014","ESP","USD","81999898","1","1","","00000000"
"800","EURO","LUF","DEM","81999898","100","1","","00000000"
"812","M","CAD","MXN","81999898","1","1","","00000000"
"000","GTSC","CHF","EUR","80009898","1","1","","00000000"
"000","M","CHF","FIM","80009898","1","1","EURX","00000000"
"800","EURX","ESP","DKK","81999898","100","1","","00000000"
"810","2014","FRF","USD","81999898","1","1","","00000000"
"812","M","FRF","DEM","80009898","1","1","EURO","00000000"
"000","GTSC","CLP","EUR","80009898","1","1","","00000000"
"800","EURO","LUF","ESP","81999898","1","1","","00000000"
"812","M","CHF","ATS","81999898","1","1","","00000000"
"812","M","FRF","ESP","80009898","1","1","EURO","00000000"
"000","M","CHF","FRF","80009898","1","1","EURX","00000000"
"000","GTSC","CNY","EUR","80009898","1","1","","00000000"
"810","2014","GBP","USD","81999898","1","1","","00000000"
"800","EURX","ESP","GBP","81999898","100","1","","00000000"
"812","M","FRF","FIM","80009898","1","1","EURO","00000000"
"800","EURO","LUF","EUR","81999898","1000","1","","00000000"
"812","M","CHF","BEF","81999898","1","1","","00000000"
"000","GTSC","COP","EUR","80009898","1000","1","","00000000"
"000","M","CHF","ITL","80009898","1","1","EURX","00000000"
"812","M","FRF","ITL","80009898","1","1","EURO","00000000"
"810","2014","ITL","USD","81999898","1","1","","00000000"
"000","GTSC","CYP","EUR","80009898","1","1","","00000000"
"812","M","FRF","LUF","80009898","1","1","EURO","00000000"
"000","M","CHF","LUF","80009898","1","1","EURX","00000000"
"812","M","CHF","DKK","81999898","1","1","","00000000"
"800","EURO","LUF","FIM","81999898","100","1","","00000000"
"810","2014","PTE","USD","81999898","1","1","","00000000"
"000","GTSC","CZK","EUR","80009898","1","1","","00000000"
"812","M","FRF","NLG","80009898","1","1","EURO","00000000"
"000","M","CHF","NLG","80009898","1","1","EURX","00000000"
"800","EURX","ESP","SEK","81999898","100","1","","00000000"
"000","GTSC","DKK","EUR","80009898","1","1","","00000000"
"812","M","FRF","PTE","80009898","1","1","EURO","00000000"
"812","M","CHF","ESP","81999898","1","1","","00000000"
"810","B","AUD","USD","81999898","1","1","","00000000"
"000","GTSC","DZD","EUR","80009898","1","1","","00000000"
"812","M","IEP","BEF","80009898","1","1","EURO","00000000"
"800","EURO","LUF","FRF","81999898","100","1","","00000000"
"800","EURX","EUR","AED","81999898","1","1","","00000000"
"000","GTSC","EEK","EUR","80009898","1","1","","00000000"
"812","M","CHF","EUR","81999898","100","1","","00000000"
"812","M","IEP","DEM","80009898","1","1","EURO","00000000"
"810","B","CAD","USD","81999898","1","1","","00000000"
"000","GTSC","EGP","EUR","80009898","1","1","","00000000"
"812","M","IEP","ESP","80009898","1","1","EURO","00000000"
"800","EURX","EUR","ARS","81999898","1","1","","00000000"
"800","EURO","LUF","ITL","81999898","1","1","","00000000"
"812","M","CHF","FIM","81999898","1","1","","00000000"
"810","B","DEM","USD","81999898","1","1","","00000000"
"000","GTSC","GBP","EUR","80009898","1","1","","00000000"
"812","M","IEP","FIM","80009898","1","1","EURO","00000000"
"812","M","IEP","FRF","80009898","1","1","EURO","00000000"
"000","GTSC","GEL","EUR","80009898","1","1","","00000000"
